date,period,value
2020-10-12,2020-06-30,24883659.83
2021-03-31,2020-12-31,67535237.0
2021-09-30,2021-06-30,105090299.0
2021-11-26,2021-09-30,135280599.66
2022-04-22,2021-12-31,179210032.06
2022-04-22,2022-03-31,198153119.85
2022-08-29,2022-06-30,200005000.0
2022-10-28,2022-09-30,200005000.0
2023-04-28,2022-12-31,200005000.0
2023-04-28,2023-03-31,200005000.0
2023-08-29,2023-06-30,200005000.0
2023-10-27,2023-09-30,200005000.0
2024-04-27,2023-12-31,200005000.0
2024-04-27,2024-03-31,200005000.0
2024-08-30,2024-06-30,200005000.0
2024-10-30,2024-09-30,200005000.0
2025-04-26,2024-12-31,200005000.0
2025-04-26,2025-03-31,200005000.0
2025-08-29,2025-06-30,200005000.0
2025-10-30,2025-09-30,200005000.0
