date,period,value
2020-04-29,2020-03-31,209509774.63
2020-08-28,2020-06-30,209509774.63
2020-10-31,2020-09-30,209509774.63
2021-04-27,2020-12-31,209509774.63
2021-04-27,2021-03-31,209509774.63
2021-08-31,2021-06-30,209509774.63
2021-10-29,2021-09-30,209509774.63
2022-04-30,2021-12-31,232503266.45
2022-04-30,2022-03-31,232503266.45
2022-08-31,2022-06-30,232503266.45
2022-10-27,2022-09-30,232503266.45
2023-04-29,2022-12-31,232503266.45
2023-04-29,2023-03-31,232503266.45
2023-08-29,2023-06-30,232503266.45
2023-10-31,2023-09-30,232503266.45
2024-04-30,2023-12-31,252188650.8
2024-04-30,2024-03-31,252188650.8
2024-08-20,2024-06-30,252188650.8
2024-10-31,2024-09-30,252188650.8
2025-04-29,2024-12-31,252446681.31
2025-04-29,2025-03-31,252446681.31
2025-08-26,2025-06-30,252446681.31
2025-10-28,2025-09-30,252446681.31
