date,period,value
2020-04-25,2020-03-31,93184626.75
2020-08-28,2020-06-30,138824.25
2020-10-28,2020-09-30,138824.25
2021-03-17,2020-12-31,138824.25
2021-04-17,2021-03-31,138824.25
2021-08-28,2021-06-30,569268147.35
2021-10-30,2021-09-30,138824.25
2022-03-19,2021-12-31,138824.25
2022-04-29,2022-03-31,138824.25
2022-08-27,2022-06-30,138824.25
2022-10-29,2022-09-30,138824.25
2023-03-18,2022-12-31,138824.25
2023-04-28,2023-03-31,138824.25
2023-08-30,2023-06-30,138824.25
2023-10-28,2023-09-30,138824.25
2024-03-16,2023-12-31,539924.25
2024-04-27,2024-03-31,539924.25
2024-08-30,2024-06-30,138824.25
2024-10-30,2024-09-30,138824.25
2025-03-15,2024-12-31,138824.25
2025-04-24,2025-03-31,138824.25
2025-08-27,2025-06-30,30756857.54
2025-10-30,2025-09-30,138824.25
2026-03-21,2025-12-31,138824.25
