date,period,value
2020-11-09,2020-06-30,13628020.82
2021-03-05,2020-12-31,20814640.95
2022-04-24,2021-12-31,7844473.86
2022-07-28,2021-03-31,1886708.23
2022-07-28,2022-03-31,613507.2
2022-08-30,2021-06-30,3697825.07
2022-08-30,2022-06-30,7107548.62
2022-10-25,2021-09-30,3697825.07
2022-10-25,2022-09-30,10242898.44
2023-04-28,2022-12-31,11753412.95
2023-04-28,2023-03-31,558511.32
2023-08-10,2023-06-30,806396.56
2023-10-30,2023-09-30,806396.56
2024-04-25,2023-12-31,2950849.78
2024-04-25,2024-03-31,806396.56
2024-08-19,2024-06-30,1959600.16
2024-10-28,2024-09-30,1991103.13
2025-04-25,2024-12-31,1959600.16
2025-04-25,2025-03-31,13000000.0
2025-08-19,2025-06-30,13000000.0
2025-10-28,2025-09-30,13000000.0
2026-03-25,2025-12-31,13006713.0
