date,period,value
2020-11-09,2020-06-30,781432390.31
2021-03-05,2020-12-31,781432390.31
2022-04-24,2021-12-31,985193429.75
2022-07-28,2021-03-31,985193429.75
2022-07-28,2022-03-31,1235719546.63
2022-08-30,2021-06-30,985193429.75
2022-08-30,2022-06-30,1235719546.63
2022-10-25,2021-09-30,985193429.75
2022-10-25,2022-09-30,1235719546.63
2023-04-28,2022-12-31,1235719546.63
2023-04-28,2023-03-31,1836544554.07
2023-08-10,2023-06-30,1836544554.07
2023-10-30,2023-09-30,1836544554.07
2024-04-25,2023-12-31,1836544554.07
2024-04-25,2024-03-31,1194302990.89
2024-08-19,2024-06-30,1194302990.89
2024-10-28,2024-09-30,1194302990.89
2025-04-25,2024-12-31,1194302990.89
2025-04-25,2025-03-31,1875871573.61
2025-08-19,2025-06-30,1875871573.61
2025-10-28,2025-09-30,1875871573.61
2026-03-25,2025-12-31,1875871573.61
