date,period,value
2020-11-12,2020-06-30,446089313.25
2021-07-14,2020-03-31,161062938.07
2021-07-14,2020-12-31,810288393.32
2021-07-14,2021-03-31,185359261.72
2021-07-30,2021-06-30,378032059.91
2021-10-19,2020-09-30,637566383.83
2021-10-19,2021-09-30,521648888.67
2022-04-16,2021-12-31,706229550.62
2022-04-28,2022-03-31,200306762.89
2022-08-20,2022-06-30,494995032.3
2022-10-19,2022-09-30,721356274.77
2023-04-15,2022-12-31,920622062.87
2023-04-15,2023-03-31,194971355.47
2023-07-29,2023-06-30,356856363.05
2023-10-19,2023-09-30,487655739.51
2024-04-16,2023-12-31,609978692.54
2024-04-16,2024-03-31,198578686.05
2024-08-30,2024-06-30,404368991.62
2024-10-19,2024-09-30,578638198.06
2025-03-28,2024-12-31,780577499.03
2025-04-16,2025-03-31,214259675.01
2025-07-30,2025-06-30,453993510.87
2025-10-17,2025-09-30,667887425.77
2026-03-28,2025-12-31,817573712.5
