date,period,value
2020-11-10,2020-06-30,3918845329.23
2021-04-27,2020-12-31,3918845329.23
2021-05-18,2020-03-31,3918845329.23
2021-05-18,2021-03-31,4076846546.09
2021-08-24,2021-06-30,4068318772.93
2021-10-26,2020-09-30,3918845329.23
2021-10-26,2021-09-30,4068318772.93
2022-03-29,2021-12-31,4068318772.93
2022-04-26,2022-03-31,6044578371.27
2022-08-23,2022-06-30,6036901330.45
2022-10-27,2022-09-30,6036901330.45
2023-03-28,2022-12-31,6036901330.45
2023-04-26,2023-03-31,5677598596.09
2023-08-31,2023-06-30,5677598596.09
2023-10-28,2023-09-30,5677598596.09
2024-03-29,2023-12-31,5677598596.09
2024-04-30,2024-03-31,2210713943.4
2024-08-27,2024-06-30,2210713942.41
2024-10-30,2024-09-30,2210713942.41
2025-03-25,2024-12-31,2210713942.41
2025-04-26,2025-03-31,3004695212.56
2025-08-27,2025-06-30,3004695212.56
2025-10-29,2025-09-30,3004695212.56
2026-03-28,2025-12-31,3004695212.56
